date,state,fips,cases,deaths
2020-11-13,New Hampshire,33,459,3
2020-11-14,New Hampshire,33,382,1
2020-11-15,New Hampshire,33,360,0
2020-11-16,New Hampshire,33,358,1
2020-11-17,New Hampshire,33,274,2
2020-11-18,New Hampshire,33,446,2
2020-11-19,New Hampshire,33,528,2
2020-11-20,New Hampshire,33,520,1
2020-11-21,New Hampshire,33,484,1
2020-11-22,New Hampshire,33,317,4
2020-11-23,New Hampshire,33,444,0
2020-11-24,New Hampshire,33,340,1
2020-11-25,New Hampshire,33,394,1
2020-11-26,New Hampshire,33,0,0
2020-11-27,New Hampshire,33,537,3
2020-11-28,New Hampshire,33,689,6
2020-11-29,New Hampshire,33,478,3
2020-11-30,New Hampshire,33,514,0
2020-12-01,New Hampshire,33,772,2
2020-12-02,New Hampshire,33,566,9
2020-12-03,New Hampshire,33,593,7
2020-12-04,New Hampshire,33,765,8
2020-12-05,New Hampshire,33,448,7
2020-12-06,New Hampshire,33,633,5
2020-12-07,New Hampshire,33,1045,2
2020-12-08,New Hampshire,33,807,0
2020-12-09,New Hampshire,33,969,4
2020-12-10,New Hampshire,33,681,14
2020-12-11,New Hampshire,33,1187,6
2020-12-12,New Hampshire,33,784,10
2020-12-13,New Hampshire,33,712,3
2020-12-14,New Hampshire,33,919,1
2020-12-15,New Hampshire,33,670,0
2020-12-16,New Hampshire,33,888,21
2020-12-17,New Hampshire,33,831,4
2020-12-18,New Hampshire,33,696,9
2020-12-19,New Hampshire,33,649,12
2020-12-20,New Hampshire,33,933,6
2020-12-21,New Hampshire,33,846,0
2020-12-22,New Hampshire,33,620,0
2020-12-23,New Hampshire,33,504,21
2020-12-24,New Hampshire,33,390,13
2020-12-25,New Hampshire,33,0,0
2020-12-26,New Hampshire,33,1031,11
2020-12-27,New Hampshire,33,876,7
2020-12-28,New Hampshire,33,861,7
2020-12-29,New Hampshire,33,1027,20
2020-12-30,New Hampshire,33,545,6
2020-12-31,New Hampshire,33,786,18
2021-01-01,New Hampshire,33,0,0
2021-01-02,New Hampshire,33,1156,10
2021-01-03,New Hampshire,33,1266,11
2021-01-04,New Hampshire,33,878,1
2021-01-05,New Hampshire,33,664,11
2021-01-06,New Hampshire,33,846,24
2021-01-07,New Hampshire,33,423,11
2021-01-08,New Hampshire,33,891,19
2021-01-09,New Hampshire,33,719,16
2021-01-10,New Hampshire,33,729,7
2021-01-11,New Hampshire,33,707,0
2021-01-12,New Hampshire,33,841,9
2021-01-13,New Hampshire,33,977,7
2021-01-14,New Hampshire,33,653,12
2021-01-15,New Hampshire,33,722,11
2021-01-16,New Hampshire,33,445,19
2021-01-17,New Hampshire,33,919,6
2021-01-18,New Hampshire,33,1000,0
2021-01-19,New Hampshire,33,845,5
2021-01-20,New Hampshire,33,728,12
2021-01-21,New Hampshire,33,857,12
2021-01-22,New Hampshire,33,657,9
2021-01-23,New Hampshire,33,625,10
2021-01-24,New Hampshire,33,761,6
2021-01-25,New Hampshire,33,431,3
2021-01-26,New Hampshire,33,404,4
2021-01-27,New Hampshire,33,391,12
2021-01-28,New Hampshire,33,695,16
2021-01-29,New Hampshire,33,580,14
2021-01-30,New Hampshire,33,524,6
2021-01-31,New Hampshire,33,333,15
2021-02-01,New Hampshire,33,363,2
2021-02-02,New Hampshire,33,326,7
2021-02-03,New Hampshire,33,337,10
2021-02-04,New Hampshire,33,396,9
2021-02-05,New Hampshire,33,478,6
2021-02-06,New Hampshire,33,466,7
2021-02-07,New Hampshire,33,318,6
2021-02-08,New Hampshire,33,120,2
2021-02-09,New Hampshire,33,419,3
2021-02-10,New Hampshire,33,329,7
2021-02-11,New Hampshire,33,365,1
2021-02-12,New Hampshire,33,460,9
2021-02-13,New Hampshire,33,433,4
2021-02-14,New Hampshire,33,280,3
2021-02-15,New Hampshire,33,232,2
2021-02-16,New Hampshire,33,198,1
2021-02-17,New Hampshire,33,750,12
2021-02-18,New Hampshire,33,434,2
2021-02-19,New Hampshire,33,368,2
2021-02-20,New Hampshire,33,394,1
2021-02-21,New Hampshire,33,252,1
2021-02-22,New Hampshire,33,252,0
2021-02-23,New Hampshire,33,258,1
2021-02-24,New Hampshire,33,335,2
2021-02-25,New Hampshire,33,310,6
2021-02-26,New Hampshire,33,325,4
2021-02-27,New Hampshire,33,273,3
2021-02-28,New Hampshire,33,258,0
2021-03-01,New Hampshire,33,164,0
2021-03-02,New Hampshire,33,215,0
2021-03-03,New Hampshire,33,187,5
2021-03-04,New Hampshire,33,188,3
2021-03-05,New Hampshire,33,244,0
2021-03-06,New Hampshire,33,273,3
2021-03-07,New Hampshire,33,166,3
2021-03-08,New Hampshire,33,199,0
2021-03-09,New Hampshire,33,192,1
2021-03-10,New Hampshire,33,211,2
2021-03-11,New Hampshire,33,301,4
2021-03-12,New Hampshire,33,310,4
2021-03-13,New Hampshire,33,245,4
2021-03-14,New Hampshire,33,296,0
2021-03-15,New Hampshire,33,198,0
2021-03-16,New Hampshire,33,257,3
2021-03-17,New Hampshire,33,297,0
2021-03-18,New Hampshire,33,335,5
2021-03-19,New Hampshire,33,294,6
2021-03-20,New Hampshire,33,320,4
2021-03-21,New Hampshire,33,227,0
2021-03-22,New Hampshire,33,207,0
2021-03-23,New Hampshire,33,382,1
2021-03-24,New Hampshire,33,389,10
2021-03-25,New Hampshire,33,518,1
2021-03-26,New Hampshire,33,335,2
2021-03-27,New Hampshire,33,371,4
2021-03-28,New Hampshire,33,282,2
2021-03-29,New Hampshire,33,313,0
2021-03-30,New Hampshire,33,374,0
2021-03-31,New Hampshire,33,462,1
2021-04-01,New Hampshire,33,363,7
2021-04-02,New Hampshire,33,471,0
2021-04-03,New Hampshire,33,438,2
2021-04-04,New Hampshire,33,398,2
2021-04-05,New Hampshire,33,279,0
2021-04-06,New Hampshire,33,385,0
2021-04-07,New Hampshire,33,425,1
2021-04-08,New Hampshire,33,506,1
2021-04-09,New Hampshire,33,537,2
2021-04-10,New Hampshire,33,468,3
2021-04-11,New Hampshire,33,408,1
2021-04-12,New Hampshire,33,375,0
2021-04-13,New Hampshire,33,376,0
2021-04-14,New Hampshire,33,378,4
2021-04-15,New Hampshire,33,542,3
2021-04-16,New Hampshire,33,385,2
2021-04-17,New Hampshire,33,369,0
2021-04-18,New Hampshire,33,307,4
2021-04-19,New Hampshire,33,197,0
2021-04-20,New Hampshire,33,270,1
2021-04-21,New Hampshire,33,342,2
2021-04-22,New Hampshire,33,516,1
2021-04-23,New Hampshire,33,320,7
2021-04-24,New Hampshire,33,311,1
2021-04-25,New Hampshire,33,279,2
2021-04-26,New Hampshire,33,114,2
2021-04-27,New Hampshire,33,268,8
2021-04-28,New Hampshire,33,202,2
2021-04-29,New Hampshire,33,271,5
2021-04-30,New Hampshire,33,210,2
2021-05-01,New Hampshire,33,277,1
2021-05-02,New Hampshire,33,214,1
2021-05-03,New Hampshire,33,129,0
2021-05-04,New Hampshire,33,208,2
2021-05-05,New Hampshire,33,167,1
2021-05-06,New Hampshire,33,253,3
2021-05-07,New Hampshire,33,203,0
2021-05-08,New Hampshire,33,164,3
2021-05-09,New Hampshire,33,123,1
2021-05-10,New Hampshire,33,177,0
2021-05-11,New Hampshire,33,132,3
2021-05-12,New Hampshire,33,160,4
2021-05-13,New Hampshire,33,211,4
2021-05-14,New Hampshire,33,126,3
2021-05-15,New Hampshire,33,133,2
2021-05-16,New Hampshire,33,113,1
2021-05-17,New Hampshire,33,98,1
2021-05-18,New Hampshire,33,130,6
2021-05-19,New Hampshire,33,74,1
2021-05-20,New Hampshire,33,113,1
2021-05-21,New Hampshire,33,77,0
2021-05-22,New Hampshire,33,76,3
2021-05-23,New Hampshire,33,59,0
2021-05-24,New Hampshire,33,46,0
2021-05-25,New Hampshire,33,79,0
2021-05-26,New Hampshire,33,42,2
2021-05-27,New Hampshire,33,143,3
2021-05-28,New Hampshire,33,37,2
2021-05-29,New Hampshire,33,49,1
2021-05-30,New Hampshire,33,27,1
2021-05-31,New Hampshire,33,0,0
2021-06-01,New Hampshire,33,41,0
2021-06-02,New Hampshire,33,24,0
2021-06-03,New Hampshire,33,49,1
2021-06-04,New Hampshire,33,37,1
2021-06-05,New Hampshire,33,0,0
2021-06-06,New Hampshire,33,0,0
2021-06-07,New Hampshire,33,64,2
2021-06-08,New Hampshire,33,3,0
2021-06-09,New Hampshire,33,52,0
2021-06-10,New Hampshire,33,44,3
2021-06-11,New Hampshire,33,28,0
2021-06-12,New Hampshire,33,0,0
2021-06-13,New Hampshire,33,0,0
2021-06-14,New Hampshire,33,75,3
2021-06-15,New Hampshire,33,35,1
2021-06-16,New Hampshire,33,18,0
2021-06-17,New Hampshire,33,29,2
2021-06-18,New Hampshire,33,29,1
2021-06-19,New Hampshire,33,0,0
2021-06-20,New Hampshire,33,0,0
2021-06-21,New Hampshire,33,75,0
2021-06-22,New Hampshire,33,19,1
2021-06-23,New Hampshire,33,18,1
2021-06-24,New Hampshire,33,26,0
2021-06-25,New Hampshire,33,11,2
2021-06-26,New Hampshire,33,0,0
2021-06-27,New Hampshire,33,0,0
2021-06-28,New Hampshire,33,52,0
2021-06-29,New Hampshire,33,26,0
2021-06-30,New Hampshire,33,23,1
2021-07-01,New Hampshire,33,23,0
2021-07-02,New Hampshire,33,28,0
2021-07-03,New Hampshire,33,0,0
2021-07-04,New Hampshire,33,0,0
2021-07-05,New Hampshire,33,0,0
2021-07-06,New Hampshire,33,71,1
2021-07-07,New Hampshire,33,26,1
2021-07-08,New Hampshire,33,33,0
2021-07-09,New Hampshire,33,23,1
2021-07-10,New Hampshire,33,0,0
2021-07-11,New Hampshire,33,0,0
2021-07-12,New Hampshire,33,62,0
2021-07-13,New Hampshire,33,30,6
2021-07-14,New Hampshire,33,40,0
2021-07-15,New Hampshire,33,35,0
2021-07-16,New Hampshire,33,32,0
2021-07-17,New Hampshire,33,0,0
2021-07-18,New Hampshire,33,0,0
2021-07-19,New Hampshire,33,59,1
2021-07-20,New Hampshire,33,59,2
2021-07-21,New Hampshire,33,47,0
2021-07-22,New Hampshire,33,34,1
2021-07-23,New Hampshire,33,46,0
2021-07-24,New Hampshire,33,0,0
2021-07-25,New Hampshire,33,0,0
2021-07-26,New Hampshire,33,134,0
2021-07-27,New Hampshire,33,112,1
2021-07-28,New Hampshire,33,67,0
2021-07-29,New Hampshire,33,89,1
2021-07-30,New Hampshire,33,103,0
2021-07-31,New Hampshire,33,0,0
2021-08-01,New Hampshire,33,0,0
2021-08-02,New Hampshire,33,329,0
2021-08-03,New Hampshire,33,169,1
2021-08-04,New Hampshire,33,122,1
2021-08-05,New Hampshire,33,228,0
2021-08-06,New Hampshire,33,157,0
2021-08-07,New Hampshire,33,0,0
2021-08-08,New Hampshire,33,0,0
2021-08-09,New Hampshire,33,455,0
2021-08-10,New Hampshire,33,88,2
2021-08-11,New Hampshire,33,148,2
2021-08-12,New Hampshire,33,306,1
2021-08-13,New Hampshire,33,242,1
2021-08-14,New Hampshire,33,0,0
2021-08-15,New Hampshire,33,0,0
2021-08-16,New Hampshire,33,561,0
2021-08-17,New Hampshire,33,271,1
2021-08-18,New Hampshire,33,256,0
2021-08-19,New Hampshire,33,274,1
2021-08-20,New Hampshire,33,308,0
2021-08-21,New Hampshire,33,0,0
2021-08-22,New Hampshire,33,0,0
2021-08-23,New Hampshire,33,731,5
2021-08-24,New Hampshire,33,287,3
2021-08-25,New Hampshire,33,294,3
2021-08-26,New Hampshire,33,322,2
2021-08-27,New Hampshire,33,320,5
2021-08-28,New Hampshire,33,0,0
2021-08-29,New Hampshire,33,0,0
2021-08-30,New Hampshire,33,949,1
2021-08-31,New Hampshire,33,215,1
2021-09-01,New Hampshire,33,332,3
2021-09-02,New Hampshire,33,298,1
2021-09-03,New Hampshire,33,394,5
2021-09-04,New Hampshire,33,0,0
2021-09-05,New Hampshire,33,0,0
2021-09-06,New Hampshire,33,0,0
2021-09-07,New Hampshire,33,1003,4
2021-09-08,New Hampshire,33,540,1
2021-09-09,New Hampshire,33,523,5
2021-09-10,New Hampshire,33,332,5
2021-09-11,New Hampshire,33,0,0
2021-09-12,New Hampshire,33,0,0
2021-09-13,New Hampshire,33,1215,2
2021-09-14,New Hampshire,33,421,5
2021-09-15,New Hampshire,33,544,4
2021-09-16,New Hampshire,33,612,0
2021-09-17,New Hampshire,33,419,5
2021-09-18,New Hampshire,33,0,0
2021-09-19,New Hampshire,33,0,0
2021-09-20,New Hampshire,33,1079,1
2021-09-21,New Hampshire,33,211,4
2021-09-22,New Hampshire,33,345,4
2021-09-23,New Hampshire,33,753,3
2021-09-24,New Hampshire,33,744,3
2021-09-25,New Hampshire,33,0,0
2021-09-26,New Hampshire,33,0,0
2021-09-27,New Hampshire,33,1252,4
2021-09-28,New Hampshire,33,362,1
2021-09-29,New Hampshire,33,652,2
2021-09-30,New Hampshire,33,548,2
2021-10-01,New Hampshire,33,495,0
2021-10-02,New Hampshire,33,0,0
2021-10-03,New Hampshire,33,0,0
2021-10-04,New Hampshire,33,1291,4
2021-10-05,New Hampshire,33,396,5
2021-10-06,New Hampshire,33,484,3
2021-10-07,New Hampshire,33,628,4
2021-10-08,New Hampshire,33,646,0
2021-10-09,New Hampshire,33,0,0
2021-10-10,New Hampshire,33,0,0
2021-10-11,New Hampshire,33,1535,2
2021-10-12,New Hampshire,33,486,10
2021-10-13,New Hampshire,33,544,2
2021-10-14,New Hampshire,33,648,5
2021-10-15,New Hampshire,33,626,4
2021-10-16,New Hampshire,33,0,0
2021-10-17,New Hampshire,33,0,0
2021-10-18,New Hampshire,33,1616,4
2021-10-19,New Hampshire,33,377,8
2021-10-20,New Hampshire,33,575,5
2021-10-21,New Hampshire,33,640,2
2021-10-22,New Hampshire,33,535,4
2021-10-23,New Hampshire,33,0,0
2021-10-24,New Hampshire,33,0,0
2021-10-25,New Hampshire,33,651,0
2021-10-26,New Hampshire,33,0,0
2021-10-27,New Hampshire,33,0,1
2021-10-28,New Hampshire,33,0,0
2021-10-29,New Hampshire,33,2076,21
2021-10-30,New Hampshire,33,0,0
2021-10-31,New Hampshire,33,0,0
2021-11-01,New Hampshire,33,2258,3
2021-11-02,New Hampshire,33,381,4
2021-11-03,New Hampshire,33,622,9
2021-11-04,New Hampshire,33,733,11
2021-11-05,New Hampshire,33,813,5
2021-11-06,New Hampshire,33,0,0
2021-11-07,New Hampshire,33,0,0
2021-11-08,New Hampshire,33,1993,2
2021-11-09,New Hampshire,33,390,14
2021-11-10,New Hampshire,33,762,4
2021-11-11,New Hampshire,33,0,0
2021-11-12,New Hampshire,33,2157,5
2021-11-13,New Hampshire,33,0,0
2021-11-14,New Hampshire,33,0,0
2021-11-15,New Hampshire,33,2208,8
2021-11-16,New Hampshire,33,818,9
2021-11-17,New Hampshire,33,1066,9
2021-11-18,New Hampshire,33,1109,8
2021-11-19,New Hampshire,33,986,6
2021-11-20,New Hampshire,33,0,0
2021-11-21,New Hampshire,33,0,0
2021-11-22,New Hampshire,33,3121,10
2021-11-23,New Hampshire,33,645,6
2021-11-24,New Hampshire,33,1132,5
2021-11-25,New Hampshire,33,0,0
2021-11-26,New Hampshire,33,0,0
2021-11-27,New Hampshire,33,0,0
2021-11-28,New Hampshire,33,0,0
2021-11-29,New Hampshire,33,4576,11
2021-11-30,New Hampshire,33,957,22
2021-12-01,New Hampshire,33,1339,9
2021-12-02,New Hampshire,33,1378,7
2021-12-03,New Hampshire,33,1613,7
2021-12-04,New Hampshire,33,0,0
2021-12-05,New Hampshire,33,0,0
2021-12-06,New Hampshire,33,3645,5
2021-12-07,New Hampshire,33,861,13
2021-12-08,New Hampshire,33,1458,11
2021-12-09,New Hampshire,33,1551,5
2021-12-10,New Hampshire,33,1367,8
2021-12-11,New Hampshire,33,0,0
2021-12-12,New Hampshire,33,0,0
2021-12-13,New Hampshire,33,3643,7
2021-12-14,New Hampshire,33,868,22
2021-12-15,New Hampshire,33,1271,7
2021-12-16,New Hampshire,33,1422,11
2021-12-17,New Hampshire,33,1396,8
2021-12-18,New Hampshire,33,0,0
2021-12-19,New Hampshire,33,0,0
2021-12-20,New Hampshire,33,3622,7
2021-12-21,New Hampshire,33,662,25
2021-12-22,New Hampshire,33,1304,7
2021-12-23,New Hampshire,33,1343,2
2021-12-24,New Hampshire,33,0,0
2021-12-25,New Hampshire,33,0,0
2021-12-26,New Hampshire,33,0,0
2021-12-27,New Hampshire,33,4483,30
2021-12-28,New Hampshire,33,534,28
2020-03-04,New Jersey,34,1,0
2020-03-05,New Jersey,34,1,0
2020-03-06,New Jersey,34,2,0
2020-03-07,New Jersey,34,0,0
2020-03-08,New Jersey,34,2,0
2020-03-09,New Jersey,34,5,0
2020-03-10,New Jersey,34,4,1
2020-03-11,New Jersey,34,8,0
2020-03-12,New Jersey,34,6,0
2020-03-13,New Jersey,34,21,0
2020-03-14,New Jersey,34,25,1
2020-03-15,New Jersey,34,23,0
2020-03-16,New Jersey,34,78,1
2020-03-17,New Jersey,34,92,0
2020-03-18,New Jersey,34,159,2
2020-03-19,New Jersey,34,308,4
2020-03-20,New Jersey,34,161,2
2020-03-21,New Jersey,34,440,5
2020-03-22,New Jersey,34,578,4
2020-03-23,New Jersey,34,930,7
2020-03-24,New Jersey,34,831,17
2020-03-25,New Jersey,34,727,18
2020-03-26,New Jersey,34,2474,20
2020-03-27,New Jersey,34,1949,26
2020-03-28,New Jersey,34,2299,32
2020-03-29,New Jersey,34,2262,21
2020-03-30,New Jersey,34,3250,38
2020-03-31,New Jersey,34,2060,68
2020-04-01,New Jersey,34,3559,88
2020-04-02,New Jersey,34,3335,184
2020-04-03,New Jersey,34,4305,108
2020-04-04,New Jersey,34,4229,200
2020-04-05,New Jersey,34,3381,70
2020-04-06,New Jersey,34,3585,88
2020-04-07,New Jersey,34,3326,227
2020-04-08,New Jersey,34,3021,272
2020-04-09,New Jersey,34,3590,196
2020-04-10,New Jersey,34,3561,232
2020-04-11,New Jersey,34,3563,251
2020-04-12,New Jersey,34,3699,167
2020-04-13,New Jersey,34,2734,93
2020-04-14,New Jersey,34,4240,362
2020-04-15,New Jersey,34,2206,351
2020-04-16,New Jersey,34,4287,362
2020-04-17,New Jersey,34,3150,322
2020-04-18,New Jersey,34,2953,230
2020-04-19,New Jersey,34,3881,132
2020-04-20,New Jersey,34,3505,175
2020-04-21,New Jersey,34,3581,376
2020-04-22,New Jersey,34,3478,310
2020-04-23,New Jersey,34,4124,305
2020-04-24,New Jersey,34,2207,249
2020-04-25,New Jersey,34,3327,246
2020-04-26,New Jersey,34,3515,75
2020-04-27,New Jersey,34,2150,106
2020-04-28,New Jersey,34,2668,398
2020-04-29,New Jersey,34,2408,328
2020-04-30,New Jersey,34,2388,458
2020-05-01,New Jersey,34,2538,310
2020-05-02,New Jersey,34,2527,204
2020-05-03,New Jersey,34,3027,129
2020-05-04,New Jersey,34,1525,39
2020-05-05,New Jersey,34,2324,334
2020-05-06,New Jersey,34,1297,305
2020-05-07,New Jersey,34,1745,252
2020-05-08,New Jersey,34,1819,151
2020-05-09,New Jersey,34,1631,164
2020-05-10,New Jersey,34,1447,139
2020-05-11,New Jersey,34,1413,55
2020-05-12,New Jersey,34,798,198
2020-05-13,New Jersey,34,817,194
2020-05-14,New Jersey,34,1144,244
2020-05-15,New Jersey,34,1201,192
2020-05-16,New Jersey,34,1184,111
2020-05-17,New Jersey,34,1245,107
2020-05-18,New Jersey,34,1705,79
2020-05-19,New Jersey,34,974,151
2020-05-20,New Jersey,34,1386,161
2020-05-21,New Jersey,34,1073,96
2020-05-22,New Jersey,34,1247,142
2020-05-23,New Jersey,34,385,96
2020-05-24,New Jersey,34,1050,52
2020-05-25,New Jersey,34,938,11
2020-05-26,New Jersey,34,672,47
2020-05-27,New Jersey,34,864,148
2020-05-28,New Jersey,34,1187,62
2020-05-29,New Jersey,34,1029,130
2020-05-30,New Jersey,34,764,103
2020-05-31,New Jersey,34,837,64
2020-06-01,New Jersey,34,473,23
2020-06-02,New Jersey,34,627,49
2020-06-03,New Jersey,34,523,110
2020-06-04,New Jersey,34,462,90
2020-06-05,New Jersey,34,806,79
2020-06-06,New Jersey,34,557,57
2020-06-07,New Jersey,34,271,70
2020-06-08,New Jersey,34,333,38
2020-06-09,New Jersey,34,299,89
2020-06-10,New Jersey,34,550,74
2020-06-11,New Jersey,34,470,66
2020-06-12,New Jersey,34,348,46
2020-06-13,New Jersey,34,441,100
2020-06-14,New Jersey,34,276,36
2020-06-15,New Jersey,34,222,51
2020-06-16,New Jersey,34,323,51
2020-06-17,New Jersey,34,277,42
2020-06-18,New Jersey,34,404,31
2020-06-19,New Jersey,34,389,35
2020-06-20,New Jersey,34,338,22
2020-06-21,New Jersey,34,308,13
2020-06-22,New Jersey,34,273,25
2020-06-23,New Jersey,34,319,54
2020-06-24,New Jersey,34,158,46
2020-06-25,New Jersey,34,2158,1877
2020-06-26,New Jersey,34,388,42
2020-06-27,New Jersey,34,289,34
2020-06-28,New Jersey,34,309,27
2020-06-29,New Jersey,34,90,17
2020-06-30,New Jersey,34,395,43
2020-07-01,New Jersey,34,261,43
2020-07-02,New Jersey,34,430,29
2020-07-03,New Jersey,34,386,57
2020-07-04,New Jersey,34,291,25
2020-07-05,New Jersey,34,369,22
2020-07-06,New Jersey,34,209,18
2020-07-07,New Jersey,34,267,52
2020-07-08,New Jersey,34,252,142
2020-07-09,New Jersey,34,231,25
2020-07-10,New Jersey,34,358,31
2020-07-11,New Jersey,34,331,46
2020-07-12,New Jersey,34,339,0
2020-07-13,New Jersey,34,224,35
2020-07-14,New Jersey,34,393,22
2020-07-15,New Jersey,34,390,52
2020-07-16,New Jersey,34,223,31
2020-07-17,New Jersey,34,50,19
2020-07-18,New Jersey,34,263,15
2020-07-19,New Jersey,34,-31,7
2020-07-20,New Jersey,34,180,9
2020-07-21,New Jersey,34,293,22
2020-07-22,New Jersey,34,335,-30
2020-07-23,New Jersey,34,242,23
2020-07-24,New Jersey,34,458,35
2020-07-25,New Jersey,34,513,11
2020-07-26,New Jersey,34,505,11
2020-07-27,New Jersey,34,449,17
2020-07-28,New Jersey,34,483,21
2020-07-29,New Jersey,34,426,-27
2020-07-30,New Jersey,34,204,11
2020-07-31,New Jersey,34,690,10
2020-08-01,New Jersey,34,369,11
2020-08-02,New Jersey,34,321,6
2020-08-03,New Jersey,34,264,10
2020-08-04,New Jersey,34,356,11
2020-08-05,New Jersey,34,335,-15
2020-08-06,New Jersey,34,374,7
2020-08-07,New Jersey,34,360,11
2020-08-08,New Jersey,34,368,9
2020-08-09,New Jersey,34,344,5
2020-08-10,New Jersey,34,258,4
2020-08-11,New Jersey,34,444,12
2020-08-12,New Jersey,34,449,-5
2020-08-13,New Jersey,34,656,8
2020-08-14,New Jersey,34,570,10
2020-08-15,New Jersey,34,278,7
2020-08-16,New Jersey,34,13,2
2020-08-17,New Jersey,34,312,4
2020-08-18,New Jersey,34,331,9
2020-08-19,New Jersey,34,319,1
2020-08-20,New Jersey,34,100,6
2020-08-21,New Jersey,34,290,9
2020-08-22,New Jersey,34,529,2
2020-08-23,New Jersey,34,148,3
2020-08-24,New Jersey,34,225,0
2020-08-25,New Jersey,34,302,7
2020-08-26,New Jersey,34,236,-39
2020-08-27,New Jersey,34,307,7
2020-08-28,New Jersey,34,358,9
2020-08-29,New Jersey,34,349,3
2020-08-30,New Jersey,34,291,4
2020-08-31,New Jersey,34,349,8
2020-09-01,New Jersey,34,330,5
2020-09-02,New Jersey,34,308,14
2020-09-03,New Jersey,34,378,7
2020-09-04,New Jersey,34,449,7
2020-09-05,New Jersey,34,325,7
2020-09-06,New Jersey,34,311,4
2020-09-07,New Jersey,34,332,2
2020-09-08,New Jersey,34,277,5
2020-09-09,New Jersey,34,329,13
2020-09-10,New Jersey,34,424,5
2020-09-11,New Jersey,34,474,9
2020-09-12,New Jersey,34,449,4
2020-09-13,New Jersey,34,297,4
2020-09-14,New Jersey,34,334,3
2020-09-15,New Jersey,34,436,9
2020-09-16,New Jersey,34,390,11
2020-09-17,New Jersey,34,569,3
2020-09-18,New Jersey,34,487,4
2020-09-19,New Jersey,34,461,3
2020-09-20,New Jersey,34,453,3
2020-09-21,New Jersey,34,392,2
2020-09-22,New Jersey,34,426,7
2020-09-23,New Jersey,34,408,6
2020-09-24,New Jersey,34,564,9
2020-09-25,New Jersey,34,548,6
2020-09-26,New Jersey,34,750,6
2020-09-27,New Jersey,34,698,3
2020-09-28,New Jersey,34,559,1
2020-09-29,New Jersey,34,456,10
2020-09-30,New Jersey,34,708,5
2020-10-01,New Jersey,34,614,5
2020-10-02,New Jersey,34,740,4
2020-10-03,New Jersey,34,947,4
2020-10-04,New Jersey,34,626,1
2020-10-05,New Jersey,34,511,2
2020-10-06,New Jersey,34,629,9
2020-10-07,New Jersey,34,509,5
2020-10-08,New Jersey,34,1298,9
2020-10-09,New Jersey,34,865,3
2020-10-10,New Jersey,34,864,7
2020-10-11,New Jersey,34,751,3
2020-10-12,New Jersey,34,469,1
2020-10-13,New Jersey,34,988,7
2020-10-14,New Jersey,34,939,9
2020-10-15,New Jersey,34,971,6
2020-10-16,New Jersey,34,810,5
2020-10-17,New Jersey,34,934,2
2020-10-18,New Jersey,34,1275,7
2020-10-19,New Jersey,34,1192,3
2020-10-20,New Jersey,34,988,13
2020-10-21,New Jersey,34,1030,18
2020-10-22,New Jersey,34,1162,18
2020-10-23,New Jersey,34,1045,10
2020-10-24,New Jersey,34,1909,8
2020-10-25,New Jersey,34,1129,4
2020-10-26,New Jersey,34,1216,7
2020-10-27,New Jersey,34,1647,14
2020-10-28,New Jersey,34,1670,18
2020-10-29,New Jersey,34,1550,8
2020-10-30,New Jersey,34,1976,7
2020-10-31,New Jersey,34,1363,11
2020-11-01,New Jersey,34,1743,4
2020-11-02,New Jersey,34,1368,3
2020-11-03,New Jersey,34,1824,14
2020-11-04,New Jersey,34,2443,20
2020-11-05,New Jersey,34,1962,12
2020-11-06,New Jersey,34,2161,13
2020-11-07,New Jersey,34,3202,9
2020-11-08,New Jersey,34,2013,4
2020-11-09,New Jersey,34,2058,11
2020-11-10,New Jersey,34,3777,21
2020-11-11,New Jersey,34,3065,15
2020-11-12,New Jersey,34,3492,19
2020-11-13,New Jersey,34,3397,27
2020-11-14,New Jersey,34,4353,26
2020-11-15,New Jersey,34,4538,18
2020-11-16,New Jersey,34,2219,14
2020-11-17,New Jersey,34,4026,38
2020-11-18,New Jersey,34,4054,37
2020-11-19,New Jersey,34,4182,34
2020-11-20,New Jersey,34,3626,23
2020-11-21,New Jersey,34,4669,34
2020-11-22,New Jersey,34,3968,15
2020-11-23,New Jersey,34,3581,11
2020-11-24,New Jersey,34,4275,47
2020-11-25,New Jersey,34,4059,67
2020-11-26,New Jersey,34,4473,39
2020-11-27,New Jersey,34,4095,17
2020-11-28,New Jersey,34,3802,23
2020-11-29,New Jersey,34,3839,13
2020-11-30,New Jersey,34,3190,15
2020-12-01,New Jersey,34,4606,90
2020-12-02,New Jersey,34,4303,62
2020-12-03,New Jersey,34,4793,64
2020-12-04,New Jersey,34,5663,46
2020-12-05,New Jersey,34,5324,51
2020-12-06,New Jersey,34,6030,15
2020-12-07,New Jersey,34,3563,15
2020-12-08,New Jersey,34,5476,90
2020-12-09,New Jersey,34,4463,116
2020-12-10,New Jersey,34,5120,66
2020-12-11,New Jersey,34,3650,54
2020-12-12,New Jersey,34,6240,70
2020-12-13,New Jersey,34,4154,19
2020-12-14,New Jersey,34,4798,24
2020-12-15,New Jersey,34,3966,97
2020-12-16,New Jersey,34,5701,131
2020-12-17,New Jersey,34,4255,77
2020-12-18,New Jersey,34,3896,44
2020-12-19,New Jersey,34,4191,49
2020-12-20,New Jersey,34,5175,21
2020-12-21,New Jersey,34,3171,29
2020-12-22,New Jersey,34,4603,103
